simulation,seed,steps,config,avg_energy,stability,diversity,goal_completion,elapsed_sec
particle-lenia,137,300,"{""mu_k"": 3.1447331485389416, ""sigma_k"": 0.9280760963299661, ""w_k"": 0.03970764149556543, ""c_rep"": 0.9616455789047702, ""mu_g"": 0.539510998159927, ""sigma_g"": 0.22309669413218183, ""dt"": 0.13998386998960388, ""point_n"": 150}",-0.23922218,0.12075516,319.4430049507435,nan,11.136327743530273
particle-lenia,138,300,"{""mu_k"": 3.306138353640205, ""sigma_k"": 0.6066038198122646, ""w_k"": 0.018363575504343983, ""c_rep"": 1.4981218105800496, ""mu_g"": 0.5823457926687955, ""sigma_g"": 0.10636287848011623, ""dt"": 0.14788982597499942, ""point_n"": 100}",0.7502035,0.13405523,128.84389682537437,nan,4.781374931335449
particle-lenia,139,300,"{""mu_k"": 3.232616646401727, ""sigma_k"": 0.6480990960601272, ""w_k"": 0.03166253032379753, ""c_rep"": 1.1370369625714722, ""mu_g"": 0.6332956845769269, ""sigma_g"": 0.21749660253836922, ""dt"": 0.11171764210506421, ""point_n"": 200}",-0.12820232,0.12160719,222.09995539823302,nan,20.03687572479248
particle-lenia,140,300,"{""mu_k"": 3.9761354926103185, ""sigma_k"": 1.1935499667273746, ""w_k"": 0.010080092247475496, ""c_rep"": 1.258473829621515, ""mu_g"": 0.7880131190411246, ""sigma_g"": 0.24650470636864463, ""dt"": 0.11897056588277669, ""point_n"": 64}",0.62695706,0.14988355,121.56196694707789,nan,1.9818274974822998
particle-lenia,141,300,"{""mu_k"": 4.066363918099576, ""sigma_k"": 1.208695424451275, ""w_k"": 0.017612269173040082, ""c_rep"": 1.4130260797368819, ""mu_g"": 0.4203909192150117, ""sigma_g"": 0.11304347288686567, ""dt"": 0.062364524377833776, ""point_n"": 64}",0.015708907,0.1819682,35.017202817834516,nan,2.056816816329956
particle-lenia,142,300,"{""mu_k"": 3.5476786133681673, ""sigma_k"": 0.7398173932022644, ""w_k"": 0.020223371846558626, ""c_rep"": 0.9124675853989758, ""mu_g"": 0.6470629945607069, ""sigma_g"": 0.1675037276126935, ""dt"": 0.06545868191014785, ""point_n"": 100}",0.3906171,0.14769068,125.21791485912782,nan,4.951770544052124
particle-lenia,143,300,"{""mu_k"": 3.486961226251044, ""sigma_k"": 1.2946213013984662, ""w_k"": 0.023176007146183345, ""c_rep"": 1.3570711080855897, ""mu_g"": 0.48220232444628996, ""sigma_g"": 0.23397479797722517, ""dt"": 0.07548375602465526, ""point_n"": 100}",-0.21207981,0.12911013,167.3370899678586,nan,4.926456451416016
particle-lenia,144,300,"{""mu_k"": 3.6263005572959583, ""sigma_k"": 0.8383342365077208, ""w_k"": 0.031170746857698023, ""c_rep"": 1.3457248247187885, ""mu_g"": 0.5654254982780914, ""sigma_g"": 0.18440830339475206, ""dt"": 0.10222155720500298, ""point_n"": 150}",0.044605695,0.11309866,273.6767130040615,nan,11.115442991256714
particle-lenia,145,300,"{""mu_k"": 3.789553809815804, ""sigma_k"": 0.9124031576488756, ""w_k"": 0.03227731494044915, ""c_rep"": 1.0873881545825923, ""mu_g"": 0.6934514385361701, ""sigma_g"": 0.17515736241629715, ""dt"": 0.05722422973517796, ""point_n"": 100}",-0.029087985,0.15307888,121.02010252049634,nan,5.0042243003845215
particle-lenia,146,300,"{""mu_k"": 3.8163535668604442, ""sigma_k"": 0.7776923585026481, ""w_k"": 0.032359222703158906, ""c_rep"": 0.8592825508578276, ""mu_g"": 0.7826314928333512, ""sigma_g"": 0.1464112286657122, ""dt"": 0.12878796883707844, ""point_n"": 100}",-0.04976991,0.1546169,86.98506067726363,nan,4.940217733383179
particle-lenia,147,300,"{""mu_k"": 3.041073196233657, ""sigma_k"": 0.9484862696413444, ""w_k"": 0.03502146923057809, ""c_rep"": 1.4950954344130176, ""mu_g"": 0.678212717380402, ""sigma_g"": 0.15641239373974578, ""dt"": 0.1065859563218958, ""point_n"": 150}",0.2615802,0.13626632,168.65016684917202,nan,10.862720966339111
particle-lenia,148,300,"{""mu_k"": 4.743805944698351, ""sigma_k"": 0.6575984036841543, ""w_k"": 0.024715579675647865, ""c_rep"": 1.4878800170545743, ""mu_g"": 0.5710950370787523, ""sigma_g"": 0.14843491734837466, ""dt"": 0.12773999203106742, ""point_n"": 64}",0.69629973,0.13171019,122.84120127766376,nan,2.0290443897247314
particle-lenia,149,300,"{""mu_k"": 4.9605045391572204, ""sigma_k"": 0.9185317980040597, ""w_k"": 0.016483888276522595, ""c_rep"": 1.259145102241765, ""mu_g"": 0.7900223616060084, ""sigma_g"": 0.15239288351911054, ""dt"": 0.059594149030657344, ""point_n"": 100}",0.6220129,0.14151207,124.0614458294173,nan,4.849121570587158
particle-lenia,150,300,"{""mu_k"": 3.6619447551584727, ""sigma_k"": 0.7148562755570086, ""w_k"": 0.024186875491445447, ""c_rep"": 0.9794122200281151, ""mu_g"": 0.6509802686868953, ""sigma_g"": 0.15086645904936682, ""dt"": 0.05094030271934672, ""point_n"": 150}",0.040560056,0.14415844,101.69757342390047,nan,10.813928127288818
particle-lenia,151,300,"{""mu_k"": 3.846987170731156, ""sigma_k"": 1.2118856729383527, ""w_k"": 0.03881328335475482, ""c_rep"": 0.9951915743516124, ""mu_g"": 0.5203214869792466, ""sigma_g"": 0.1316340792268047, ""dt"": 0.10549648313500398, ""point_n"": 100}",0.09841878,0.1213377,209.4650292576762,nan,4.8889970779418945
particle-lenia,152,300,"{""mu_k"": 3.1215846954027007, ""sigma_k"": 0.7797745676484125, ""w_k"": 0.02351128825054704, ""c_rep"": 0.9581493194232191, ""mu_g"": 0.5925583640810824, ""sigma_g"": 0.1084678411700414, ""dt"": 0.10246557480108712, ""point_n"": 64}",0.48011968,0.13609855,177.06611717819825,nan,2.0226998329162598
particle-lenia,153,300,"{""mu_k"": 3.6794789072746195, ""sigma_k"": 0.9707197436015572, ""w_k"": 0.01996141457940121, ""c_rep"": 0.9746323188891484, ""mu_g"": 0.7376142794754006, ""sigma_g"": 0.20284579756910948, ""dt"": 0.13034570617093927, ""point_n"": 200}",-0.057642784,0.13766833,135.9373301593637,nan,19.915929794311523
particle-lenia,154,300,"{""mu_k"": 4.227582514702538, ""sigma_k"": 1.2431857858520863, ""w_k"": 0.013874452246264678, ""c_rep"": 1.2636849399392445, ""mu_g"": 0.5454115664276354, ""sigma_g"": 0.11594172725058598, ""dt"": 0.08893007590740747, ""point_n"": 64}",0.6218372,0.13380595,130.63963861243042,nan,1.9151160717010498
particle-lenia,155,300,"{""mu_k"": 4.603788757667763, ""sigma_k"": 0.8050361937621893, ""w_k"": 0.013670535032813461, ""c_rep"": 1.133720394575203, ""mu_g"": 0.4929956180788728, ""sigma_g"": 0.10399674249063941, ""dt"": 0.08949153303620058, ""point_n"": 200}",0.24786308,0.14550672,125.231372604972,nan,19.635775566101074
particle-lenia,156,300,"{""mu_k"": 4.039716800541697, ""sigma_k"": 0.626705506863671, ""w_k"": 0.03211643732508119, ""c_rep"": 1.151685367194939, ""mu_g"": 0.4009294728555986, ""sigma_g"": 0.21164152229810906, ""dt"": 0.07297812395228323, ""point_n"": 200}",-0.053526122,0.11067177,498.0671098963336,nan,19.45501399040222
particle-lenia,157,300,"{""mu_k"": 4.290615665574082, ""sigma_k"": 0.7527195691075985, ""w_k"": 0.013881096270421112, ""c_rep"": 0.8467120664258894, ""mu_g"": 0.41713387812477176, ""sigma_g"": 0.22739204982540795, ""dt"": 0.08101031272922632, ""point_n"": 100}",-0.23277138,0.17007801,57.03588521996964,nan,4.807113885879517
particle-lenia,158,300,"{""mu_k"": 3.689764283243411, ""sigma_k"": 1.0515983998054486, ""w_k"": 0.017422466166745237, ""c_rep"": 1.1112139535626104, ""mu_g"": 0.7141535903066764, ""sigma_g"": 0.17676473041412602, ""dt"": 0.1016648701368339, ""point_n"": 64}",0.554576,0.13749874,160.29918408387925,nan,2.003500461578369
particle-lenia,159,300,"{""mu_k"": 4.62608356181139, ""sigma_k"": 1.107057534837923, ""w_k"": 0.03716139245464628, ""c_rep"": 1.2393645654567247, ""mu_g"": 0.7855124382949522, ""sigma_g"": 0.2213144960609592, ""dt"": 0.08753565984355284, ""point_n"": 200}",0.31953013,0.1052603,409.06101335757006,nan,19.437719583511353
particle-lenia,160,300,"{""mu_k"": 3.797155371962499, ""sigma_k"": 0.6349618063877221, ""w_k"": 0.01776145108694282, ""c_rep"": 0.8237013668330644, ""mu_g"": 0.4212647395812916, ""sigma_g"": 0.1063688084672836, ""dt"": 0.09022517962377083, ""point_n"": 200}",-0.20976414,0.13211143,186.6783403380039,nan,19.828800678253174
particle-lenia,161,300,"{""mu_k"": 4.719000185344503, ""sigma_k"": 0.6408732820286535, ""w_k"": 0.025500348495805774, ""c_rep"": 1.3549272384841309, ""mu_g"": 0.6587623293850999, ""sigma_g"": 0.22159158706641713, ""dt"": 0.08010702500209096, ""point_n"": 100}",0.26234704,0.15580736,69.29171985603155,nan,4.951737403869629
particle-lenia,162,300,"{""mu_k"": 4.614986442152235, ""sigma_k"": 0.6515322941837073, ""w_k"": 0.0345104500416956, ""c_rep"": 1.3026663002925996, ""mu_g"": 0.6629434089937315, ""sigma_g"": 0.1798816452183179, ""dt"": 0.06245828004506787, ""point_n"": 200}",0.120220296,0.12265157,217.651736570539,nan,19.735002279281616
